orderNumber,orderDate,requiredDate,status,customerNumber,totalAmount,paymentMethod
1391,2025-04-29,2025-05-05,Pending,869,9599.55,Credit Card
1392,2023-12-19,2024-01-17,Cancelled,702,4040.78,
1393,2024-05-13,2024-05-18,Cancelled,340,10472.66,Credit Card
1394,2025-10-20,2025-11-16,Cancelled,518,10555.42,Debit Card
1395,2024-01-19,2024-02-04,Processing,997,1782.36,Debit Card
1396,2024-11-27,2024-12-27,Cancelled,865,2048.55,Cash
1397,2025-08-07,2025-08-11,Shipped,105,8019.2,Debit Card
1398,2025-07-06,2025-07-18,Cancelled,479,4941.93,Cash
1399,2024-05-08,2024-06-01,Delivered,16,4263.11,PayPal
1400,2024-06-08,2024-07-03,Delivered,943,1636.18,Cash
1401,2025-02-19,2025-02-27,Pending,558,6194.92,Bank Transfer
1402,2025-11-14,2025-11-19,Delivered,314,11446.74,Cash
1403,2025-11-07,2025-11-28,Pending,419,6345.49,Credit Card
1404,2025-01-11,2025-02-06,Shipped,508,7320.43,Cash
1405,2025-02-09,2025-03-06,Delivered,548,12793.02,Debit Card
1406,2024-11-03,2024-12-03,Cancelled,699,,Debit Card
1407,2024-02-10,2024-02-17,Delivered,948,3273.79,
1408,2025-09-30,2025-10-28,Processing,343,9788.2,Cash
1409,2024-09-13,2024-09-23,Shipped,759,904.65,Credit Card
1410,2024-04-03,2024-04-16,Delivered,254,,Credit Card
1411,2024-06-13,2024-07-05,Pending,67,11463.65,Cash
1412,2024-08-05,2024-08-10,Delivered,943,,Bank Transfer
1413,2025-03-24,2025-04-08,,292,2481.58,Cash
1414,2024-10-20,2024-10-31,Delivered,478,1720.6,Debit Card
1415,2025-05-07,2025-05-11,Cancelled,767,4273.65,Bank Transfer
1416,2025-11-03,2025-12-02,Cancelled,687,2441.41,Debit Card
1417,2024-04-13,2024-05-07,Processing,187,3933.3,Bank Transfer
1418,2024-06-08,2024-06-18,Pending,638,2619.79,PayPal
1419,2025-03-06,2025-04-02,Shipped,558,3825.18,PayPal
1420,2024-02-14,2024-02-21,Cancelled,38,9580.6,Cash
1421,2025-11-10,2025-11-13,Pending,70,3660.76,PayPal
1422,2025-07-23,2025-08-09,Processing,670,11959.03,PayPal
1423,2025-10-02,2025-10-08,Cancelled,119,1354.32,Bank Transfer
1424,2024-06-25,2024-07-25,Pending,136,9407.31,Debit Card
1425,2024-01-03,2024-01-27,Cancelled,152,11544.65,Bank Transfer
1426,2024-08-21,2024-09-11,Pending,400,2860.67,Credit Card
1427,2025-10-23,2025-11-20,Pending,494,13833.76,Debit Card
1428,2024-12-17,2025-01-03,Pending,467,8980.95,Credit Card
1429,2024-05-31,2024-06-26,Delivered,853,6141.2,Bank Transfer
1430,2024-12-23,2024-12-30,Processing,749,8091.48,Bank Transfer
1431,2025-07-15,2025-08-12,,739,12945.33,Credit Card
1432,2025-11-02,,Pending,590,4496.19,PayPal
1433,2024-01-01,2024-01-31,Processing,841,,
1434,2024-12-05,2024-12-25,Cancelled,236,357.44,Cash
1435,2024-12-25,2025-01-21,Cancelled,658,12754.2,Credit Card
1436,2025-10-03,2025-10-10,Processing,734,12071.58,Credit Card
1437,2025-04-04,2025-04-22,Processing,332,6214.18,PayPal
1438,2024-10-21,2024-10-29,Cancelled,908,5604.52,Debit Card
1439,2024-11-18,2024-12-12,Delivered,162,1706.64,Debit Card
1440,2024-04-12,2024-05-04,Shipped,38,9446.28,Bank Transfer
1441,2024-01-14,2024-02-10,Delivered,898,6287.08,Bank Transfer
1442,2024-02-16,2024-03-16,Cancelled,806,13036.95,Bank Transfer
1443,2024-07-17,2024-08-10,Pending,683,15061.44,Credit Card
1444,2024-07-05,2024-07-31,Cancelled,220,5915.44,PayPal
1445,2024-09-15,2024-10-08,Processing,513,1204.18,Bank Transfer
1446,2025-05-07,2025-05-21,Delivered,247,1192.55,Credit Card
1447,2024-04-05,2024-05-04,Delivered,112,3663.23,Cash
1448,2025-08-10,2025-08-16,Pending,691,6721.42,PayPal
1449,2025-09-22,2025-10-17,Pending,208,6345.42,Credit Card
1450,2024-10-08,2024-10-11,Pending,13,2012.67,Credit Card
1451,2025-06-06,2025-06-27,Processing,350,10549.76,Bank Transfer
1452,2024-09-12,2024-10-09,Cancelled,195,11625.0,Credit Card
1453,2024-07-17,2024-08-12,Pending,496,3031.36,Bank Transfer
1454,2025-03-07,2025-03-12,Cancelled,212,18237.77,PayPal
1455,2025-05-21,2025-06-09,Delivered,695,2832.78,Debit Card
1456,2025-06-07,2025-07-07,Shipped,140,7052.01,PayPal
1457,2024-07-02,2024-07-31,Processing,348,5320.82,Bank Transfer
1458,2024-10-07,2024-10-24,Pending,163,8876.95,Cash
1459,2025-01-10,2025-01-28,Pending,528,8392.75,Credit Card
1460,2025-04-05,2025-04-28,,276,752.16,Debit Card
1461,2024-10-06,2024-10-14,Processing,540,1118.21,Debit Card
1462,2025-04-26,2025-05-12,Delivered,426,688.3,Cash
1463,2024-06-04,2024-07-01,Pending,965,1659.25,Bank Transfer
1464,2025-09-20,2025-09-28,Shipped,250,9591.14,Credit Card
1465,2024-12-06,2024-12-09,Cancelled,743,11958.68,
1466,2025-09-05,2025-09-21,Delivered,631,9817.08,PayPal
1467,2025-02-06,2025-03-05,Delivered,572,8447.36,PayPal
1468,2025-02-01,2025-02-12,Shipped,435,7385.05,Credit Card
1469,2025-03-29,2025-04-03,Pending,342,2223.95,Credit Card
1470,2024-05-02,2024-05-29,Pending,852,935.13,Cash
1471,2024-10-18,2024-11-02,Shipped,55,8056.14,Bank Transfer
1472,2025-11-06,2025-12-04,Cancelled,170,11539.93,PayPal
1473,2025-02-21,2025-03-09,Delivered,376,11705.97,Bank Transfer
1474,2024-12-30,2025-01-16,Processing,788,7553.42,Debit Card
1475,2025-06-25,2025-06-30,Delivered,20,2961.93,Debit Card
1476,2024-06-24,2024-07-03,Pending,95,1308.8,PayPal
1477,2024-01-03,2024-01-13,Cancelled,98,9889.85,Credit Card
1478,2025-10-30,2025-11-24,Pending,597,12216.34,Cash
1479,2024-04-22,2024-05-07,Delivered,633,11230.32,PayPal
1480,2024-07-22,2024-08-15,Pending,932,8793.17,PayPal
1481,2025-11-06,2025-11-19,Pending,598,5276.54,Bank Transfer
1482,2024-06-27,2024-07-16,Cancelled,142,11023.2,Credit Card
1483,2025-08-10,2025-08-16,Delivered,282,9230.47,Cash
1484,2024-09-12,2024-09-23,Delivered,589,17009.47,Debit Card
1485,2025-03-16,2025-04-08,Delivered,865,4543.0,PayPal
1486,2024-04-11,2024-04-16,Pending,552,4943.42,Bank Transfer
1487,2025-06-11,2025-07-10,Pending,452,7054.88,Credit Card
1488,2024-05-24,2024-06-07,Delivered,135,6936.24,Credit Card
1489,2024-06-19,2024-07-03,Shipped,3,8191.16,PayPal
1490,2025-01-23,2025-02-05,Processing,202,4394.42,Debit Card
1491,2025-06-14,2025-06-19,Shipped,862,8530.52,Debit Card
1492,2025-06-29,2025-07-04,Processing,546,7156.96,Cash
1493,2024-06-15,2024-06-27,Processing,931,13192.77,Credit Card
1494,2025-01-26,2025-02-22,Pending,364,9817.6,Cash
1495,2025-02-12,2025-03-09,Delivered,915,10951.91,Credit Card
1496,2025-09-21,2025-10-04,Processing,980,1432.2,Debit Card
1497,2025-02-24,2025-03-18,Shipped,390,211.45,Debit Card
1498,2024-08-19,2024-09-05,Pending,546,13201.96,Cash
1499,2024-02-27,2024-03-02,Shipped,655,14714.79,Bank Transfer
1500,2024-01-28,2024-02-09,Shipped,201,9091.63,
1501,2025-11-13,2025-11-22,Cancelled,983,539.47,
1502,2023-11-29,2023-12-23,Pending,456,5593.58,Credit Card
1503,2025-05-11,2025-05-29,Pending,16,2018.5,Debit Card
1504,2025-08-08,2025-08-11,Delivered,965,647.83,Debit Card
1505,2024-11-02,2024-11-15,Shipped,461,3035.2,Credit Card
1506,2024-04-10,2024-04-29,Cancelled,354,2874.95,Bank Transfer
1507,2025-06-21,2025-07-05,Pending,733,9643.07,Bank Transfer
1508,2025-05-04,2025-05-27,Pending,545,8073.24,Credit Card
1509,2025-02-27,2025-03-27,Processing,392,4707.55,Credit Card
1510,2024-02-17,2024-03-14,Delivered,426,3383.05,Bank Transfer
1511,2024-01-06,2024-01-24,Shipped,688,10096.61,Bank Transfer
1512,2025-05-14,2025-06-01,Cancelled,446,14721.41,Debit Card
1513,2024-02-20,2024-03-04,Cancelled,42,2171.3,Cash
1514,2025-05-16,2025-05-29,Cancelled,195,8770.7,PayPal
1515,2025-04-05,2025-04-12,Delivered,902,7067.43,Debit Card
1516,2024-10-12,2024-10-17,Pending,123,2350.12,Debit Card
1517,2024-10-16,2024-10-30,Delivered,518,8509.5,Cash
1518,2024-06-30,2024-07-25,Shipped,970,5198.47,Bank Transfer
1519,2024-06-08,2024-06-27,Delivered,861,1800.9,Debit Card
1520,2025-07-08,,Pending,744,3103.9,Credit Card
1521,2023-12-29,2024-01-24,Processing,394,3142.21,Bank Transfer
1522,2024-03-22,2024-03-25,Pending,344,18952.86,Debit Card
1523,2024-05-07,2024-06-02,Delivered,80,9906.24,Debit Card
1524,2025-07-13,2025-07-16,Shipped,130,7347.4,Credit Card
1525,2024-07-19,2024-08-11,Processing,99,230.76,Credit Card
1526,2024-07-12,2024-08-02,Cancelled,406,12989.89,Credit Card
1527,2025-06-22,2025-07-03,Pending,265,2610.86,PayPal
1528,2025-09-06,2025-09-23,Pending,117,7984.61,Credit Card
1529,2024-11-23,2024-11-28,Processing,874,6265.49,PayPal
1530,2024-06-08,2024-06-21,Cancelled,250,9444.78,Bank Transfer
1531,2025-07-19,2025-08-10,Shipped,786,3302.0,Bank Transfer
1532,2024-01-01,2024-01-19,Processing,194,6064.59,Cash
1533,2025-07-15,2025-08-09,Shipped,479,8006.54,Cash
1534,2024-11-15,2024-11-29,Shipped,152,4338.05,Credit Card
1535,2025-01-15,2025-01-30,Cancelled,731,5194.34,Bank Transfer
1536,2025-09-17,2025-10-06,Cancelled,709,3612.05,PayPal
1537,2024-12-30,2025-01-11,Cancelled,117,5140.27,Bank Transfer
1538,2025-09-21,2025-10-01,Cancelled,145,6051.79,Cash
1539,2024-12-30,2025-01-19,Processing,36,2813.98,PayPal
1540,2024-01-06,2024-01-25,Cancelled,519,3974.56,PayPal
1541,2025-11-18,2025-11-26,Processing,436,3599.07,
1542,2025-09-15,2025-10-14,Shipped,930,101.4,Bank Transfer
1543,2024-05-20,2024-06-06,Processing,330,4687.29,PayPal
1544,2024-03-05,2024-03-10,Cancelled,918,7360.52,Cash
1545,2025-02-18,2025-02-25,Delivered,558,16249.7,Credit Card
1546,2025-10-07,2025-11-01,Processing,925,2428.51,Cash
1547,2025-02-14,2025-02-19,Processing,524,2438.55,Debit Card
1548,2025-11-03,2025-11-12,Delivered,640,,Debit Card
1549,2024-02-23,2024-03-16,Processing,27,7468.73,Bank Transfer
1550,2024-07-08,2024-07-15,Pending,841,410.4,Cash
1551,2025-08-08,2025-08-28,Pending,238,2481.9,Debit Card
1552,2025-05-24,2025-06-23,Cancelled,38,5464.95,Credit Card
1553,2025-07-18,2025-07-21,Shipped,14,,Credit Card
1554,2025-08-03,2025-08-14,Shipped,437,8095.51,Debit Card
1555,2025-05-29,2025-06-08,Pending,760,1977.8,Bank Transfer
1556,2025-06-12,2025-07-05,Shipped,331,11660.36,Credit Card
1557,2024-05-16,2024-05-27,Pending,889,10442.43,Cash
1558,2024-03-24,2024-04-21,Pending,470,10701.76,Cash
1559,2025-09-27,2025-10-22,Pending,658,4074.94,Credit Card
1560,2024-07-02,2024-07-14,Pending,188,14181.41,PayPal
1561,2024-01-23,2024-02-20,Shipped,945,731.5,
1562,2024-05-16,2024-05-29,Pending,403,15638.81,Bank Transfer
1563,2024-02-20,2024-02-29,Pending,708,6314.92,Credit Card
1564,2023-12-26,2023-12-29,Processing,45,5293.88,Debit Card
1565,2024-03-10,2024-03-16,Pending,926,490.72,Cash
1566,2025-08-28,2025-09-17,Shipped,261,10235.64,Cash
1567,2025-06-18,2025-06-22,Cancelled,106,14378.77,Bank Transfer
1568,2025-05-25,2025-06-18,Pending,64,11942.41,Debit Card
1569,2024-04-12,2024-04-20,Shipped,156,424.69,Cash
1570,2025-08-11,2025-08-24,Delivered,729,4150.64,Cash
1571,2025-03-20,2025-04-04,Delivered,5,8446.16,Debit Card
1572,2025-05-12,2025-06-08,Pending,689,1170.4,Credit Card
1573,2025-05-29,2025-06-24,Delivered,968,7329.14,Credit Card
1574,2024-09-24,2024-10-07,Processing,985,1309.77,Credit Card
1575,2025-11-15,2025-11-30,Pending,143,7204.74,Credit Card
1576,2024-01-01,2024-01-24,Delivered,326,3384.18,Credit Card
1577,2025-07-09,2025-08-06,Delivered,772,8795.52,Cash
1578,2024-06-11,2024-06-21,Cancelled,549,20266.1,Credit Card
1579,2025-11-13,2025-11-27,Pending,258,,Credit Card
1580,2025-03-26,2025-04-18,Delivered,418,3832.1,Bank Transfer
1581,2024-06-20,2024-07-02,Shipped,797,4482.81,Bank Transfer
1582,2025-02-22,2025-03-07,Delivered,142,3117.41,Credit Card
1583,2025-06-26,2025-07-12,Cancelled,584,12854.27,Credit Card
1584,2024-09-29,2024-10-24,Processing,155,7797.87,Debit Card
1585,2024-05-09,2024-05-15,Pending,785,7745.72,Bank Transfer
1586,2024-04-04,2024-04-13,Delivered,92,11030.4,Debit Card
1587,2023-12-10,2023-12-16,Pending,830,3863.9,Cash
1588,2024-04-22,2024-05-11,Processing,41,6809.89,Credit Card
1589,2025-10-07,2025-10-19,Processing,899,4586.61,Cash
1590,2024-01-10,2024-01-27,Processing,413,7758.35,Debit Card
1591,2025-06-27,2025-07-20,Shipped,780,2226.5,Credit Card
1592,2025-06-14,2025-07-06,Delivered,602,8281.46,Bank Transfer
1593,2025-03-10,2025-03-30,Delivered,794,5599.95,Cash
1594,2025-01-04,2025-01-23,Shipped,844,13739.1,Bank Transfer
1595,2025-10-15,2025-11-14,Shipped,217,3924.33,Debit Card
1596,2025-04-18,2025-05-10,Shipped,726,,Debit Card
1597,2025-04-18,2025-05-13,Processing,936,2971.93,Debit Card
1598,2025-04-02,2025-04-21,Shipped,593,4931.89,
1599,2025-02-07,2025-02-19,Shipped,963,11491.94,Bank Transfer
1600,2025-02-21,2025-03-01,Shipped,101,7141.74,Debit Card
1601,2025-07-18,,Processing,286,8838.61,Bank Transfer
1602,2025-03-17,2025-03-25,Pending,321,16785.66,Cash
1603,2025-09-14,2025-10-05,Cancelled,451,19859.82,Debit Card
1604,2024-05-27,2024-06-09,Cancelled,295,8008.56,
1605,2024-11-17,2024-12-12,Pending,480,6118.87,Bank Transfer
1606,2024-06-18,2024-06-22,Cancelled,386,370.85,Cash
1607,2024-09-28,2024-10-10,Processing,211,5038.43,Debit Card
1608,2025-03-04,,Delivered,470,11420.49,Bank Transfer
1609,2025-09-29,2025-10-13,Shipped,428,10926.81,Credit Card
1610,2025-07-22,2025-08-20,Cancelled,969,14754.74,Bank Transfer
1611,2025-06-17,2025-06-24,Delivered,860,9368.47,PayPal
1612,2024-08-11,2024-08-20,Cancelled,450,5710.13,PayPal
1613,2024-12-30,2025-01-08,Processing,593,3478.25,PayPal
1614,2025-02-27,2025-03-04,Shipped,385,5884.67,Credit Card
1615,2024-06-27,2024-07-15,Pending,182,5773.8,Bank Transfer
1616,2025-06-20,2025-06-24,Processing,353,3720.23,Cash
1617,2024-07-28,2024-08-23,Processing,909,14885.26,PayPal
1618,2025-03-07,2025-03-16,Processing,808,6948.5,Credit Card
1619,2024-10-27,2024-11-15,Delivered,17,8403.3,Bank Transfer
1620,2025-07-23,2025-08-03,Delivered,278,5292.14,Bank Transfer
1621,2024-10-19,2024-11-03,Processing,76,6983.69,Credit Card
1622,2025-03-06,2025-03-12,Shipped,725,9660.8,PayPal
1623,2025-09-13,2025-09-19,Delivered,328,2300.24,Bank Transfer
1624,2024-12-26,2025-01-21,Cancelled,71,11792.24,
1625,2025-07-18,2025-07-25,Delivered,457,9034.82,Cash
1626,2024-05-30,2024-06-11,Pending,907,4989.2,Bank Transfer
1627,2024-06-19,2024-07-12,Delivered,976,10578.71,Bank Transfer
1628,2024-06-23,2024-06-26,Delivered,213,1217.71,Credit Card
1629,2024-05-19,2024-06-09,Processing,53,7560.54,Bank Transfer
1630,2024-05-04,2024-06-02,Processing,21,4339.8,PayPal
1631,2025-08-02,2025-08-24,Delivered,962,7229.16,Cash
1632,2025-03-13,2025-04-06,Cancelled,197,417.73,PayPal
1633,2025-01-22,2025-02-20,Delivered,973,3081.4,Debit Card
1634,2025-08-08,2025-09-01,Cancelled,219,9842.81,Debit Card
1635,2025-02-28,2025-03-10,Pending,420,1817.0,Credit Card
1636,2024-05-11,2024-05-24,Cancelled,680,5357.86,PayPal
1637,2025-02-10,2025-02-19,Delivered,689,12048.95,Cash
1638,2025-11-19,2025-12-08,Pending,905,7067.69,Debit Card
1639,2023-12-02,,Pending,189,1243.68,Debit Card
1640,2024-12-20,2024-12-28,Processing,220,2954.96,
1641,2024-10-20,2024-11-16,Processing,191,12092.67,Credit Card
1642,2025-04-30,2025-05-10,Delivered,782,13592.48,Debit Card
1643,2024-08-23,2024-08-30,,52,4640.2,PayPal
1644,2024-12-13,2025-01-02,Delivered,798,6275.92,Bank Transfer
1645,2025-06-20,,Delivered,23,2764.59,Cash
1646,2024-02-21,2024-03-05,Pending,293,8613.43,Bank Transfer
1647,2025-04-16,2025-05-07,Pending,365,5068.98,PayPal
1648,2025-11-03,2025-11-17,Pending,433,8613.99,Bank Transfer
1649,2024-06-21,2024-07-10,Delivered,789,4354.64,Credit Card
1650,2024-04-06,2024-04-19,Pending,627,124.47,Cash
1651,2024-07-29,2024-08-17,Processing,846,3402.76,PayPal
1652,2024-09-21,2024-09-30,Cancelled,656,11459.26,Cash
1653,2024-12-10,2025-01-02,Pending,54,7949.28,PayPal
1654,2024-03-13,2024-03-28,Processing,931,4934.92,Cash
1655,2025-04-04,2025-04-16,Processing,860,12422.32,Credit Card
1656,2024-04-14,2024-05-13,Delivered,137,7283.71,Bank Transfer
1657,2024-12-30,2025-01-19,Delivered,471,6550.37,Debit Card
1658,2024-04-11,2024-04-18,Cancelled,526,975.5,
1659,2025-11-05,2025-11-19,Shipped,653,978.64,Cash
1660,2025-01-12,2025-01-22,Shipped,204,7260.14,PayPal
1661,2024-01-10,2024-02-05,Processing,991,2539.18,Debit Card
1662,2025-11-14,2025-12-05,Pending,778,10029.65,Bank Transfer
1663,2024-02-13,,Shipped,663,8574.5,Credit Card
1664,2024-09-09,2024-09-15,Pending,271,7233.92,Credit Card
1665,2024-06-23,2024-06-26,Delivered,378,4719.76,Cash
1666,2025-08-17,2025-09-08,Processing,666,7965.84,Debit Card
1667,2025-05-04,2025-05-15,Cancelled,456,5092.99,
1668,2024-07-26,2024-08-15,Shipped,39,3910.09,Debit Card
1669,2024-04-25,2024-05-05,Cancelled,963,1902.24,Cash
1670,2025-06-17,2025-07-16,Pending,12,11087.64,Credit Card
1671,2025-09-27,2025-10-12,Shipped,449,8306.88,Credit Card
1672,2024-04-04,2024-04-26,Processing,865,6671.36,PayPal
1673,2025-11-18,2025-12-17,Shipped,454,5988.16,Bank Transfer
1674,2024-04-24,2024-05-11,Delivered,213,3330.44,Cash
1675,2024-10-02,2024-10-30,Shipped,993,6431.1,Bank Transfer
1676,2025-01-09,2025-02-08,Processing,614,693.08,
1677,2024-04-20,2024-04-30,Processing,2,3107.71,Bank Transfer
1678,2024-04-14,,Processing,916,2712.03,Bank Transfer
1679,2025-03-03,2025-03-12,Pending,791,1787.79,Credit Card
1680,2025-05-30,2025-06-11,Shipped,756,3629.76,PayPal
1681,2025-02-21,2025-02-28,Processing,204,10968.97,PayPal
1682,2024-08-18,2024-09-16,Pending,51,496.38,PayPal
1683,2025-06-28,2025-07-18,Processing,633,4005.5,Bank Transfer
1684,2025-07-23,2025-08-14,Delivered,976,5180.41,Debit Card
1685,2025-07-05,2025-07-15,Cancelled,627,114.6,Credit Card
1686,2024-04-08,2024-04-30,Pending,595,10801.87,Bank Transfer
1687,2024-07-18,2024-07-27,Cancelled,666,3492.93,Credit Card
1688,2024-12-26,2024-12-29,Shipped,184,9476.35,PayPal
1689,2025-05-13,2025-05-29,Processing,117,4497.53,Debit Card
1690,2024-04-29,2024-05-14,Cancelled,330,2993.04,Credit Card
1691,2024-04-13,2024-04-20,Pending,14,6960.82,Bank Transfer
1692,2025-05-29,,Delivered,489,4246.91,Bank Transfer
1693,2024-06-26,2024-07-11,Shipped,682,8236.77,PayPal
1694,2024-04-27,2024-05-18,Shipped,128,8013.16,PayPal
1695,2025-09-17,2025-10-13,Pending,882,5181.45,Bank Transfer
1696,2024-06-10,2024-06-25,Delivered,74,4633.2,PayPal
1697,2024-04-09,2024-04-23,Processing,89,2257.72,Debit Card
1698,2025-10-24,2025-11-19,Processing,549,17450.2,Debit Card
1699,2025-11-13,2025-12-11,Processing,582,11458.73,Cash
1700,2024-11-24,2024-12-12,Shipped,37,4946.11,Cash
1701,2024-10-06,2024-11-04,Pending,997,9789.76,PayPal
1702,2025-06-10,2025-06-13,Cancelled,149,4492.4,Credit Card
1703,2025-03-17,2025-03-20,Cancelled,937,4965.6,Cash
1704,2024-07-01,2024-07-14,Processing,292,814.84,Credit Card
1705,2024-05-07,2024-06-04,Pending,768,13066.38,Debit Card
1706,2025-08-23,,Delivered,91,12466.31,Bank Transfer
1707,2025-10-18,2025-11-16,Cancelled,382,2466.06,Bank Transfer
1708,2025-05-13,2025-05-24,Delivered,314,12402.65,Debit Card
1709,2024-10-24,2024-11-02,Delivered,679,9187.31,Bank Transfer
1710,2025-10-21,2025-11-04,Delivered,809,3187.56,Bank Transfer
1711,2025-11-07,2025-12-01,Pending,988,451.8,Bank Transfer
1712,2024-07-11,2024-07-27,Cancelled,784,10973.21,
1713,2024-09-12,2024-10-12,Pending,476,141.7,Debit Card
1714,2025-11-08,2025-11-28,Cancelled,982,6581.86,Bank Transfer
1715,2025-10-31,2025-11-04,Pending,71,,PayPal
1716,2024-12-12,2025-01-05,Cancelled,450,6826.03,PayPal
1717,2024-04-10,2024-04-18,Delivered,78,2246.29,Cash
1718,2025-05-14,2025-06-13,Pending,626,3457.87,Credit Card
1719,2024-02-13,2024-02-29,Cancelled,61,7394.17,Debit Card
1720,2025-07-24,2025-07-31,Pending,99,11208.51,PayPal
1721,2024-03-24,2024-04-20,Shipped,493,14484.48,PayPal
1722,2025-06-06,2025-06-09,Processing,637,2859.25,Credit Card
1723,2024-12-03,2024-12-30,Cancelled,238,2093.38,Bank Transfer
1724,2024-08-19,2024-09-05,Processing,356,4574.5,Cash
1725,2025-06-09,2025-06-14,Processing,991,7425.73,Cash
1726,2024-04-10,2024-04-28,Pending,862,11604.25,Credit Card
1727,2024-02-28,2024-03-19,Shipped,58,8187.9,PayPal
1728,2025-08-15,2025-08-20,Shipped,677,2506.51,Debit Card
1729,2025-02-27,2025-03-06,Pending,276,11413.95,Cash
1730,2025-06-06,2025-06-24,Pending,607,81.22,Debit Card
1731,2025-04-02,2025-04-18,Delivered,716,3318.42,Credit Card
1732,2025-09-10,2025-10-08,Cancelled,52,2677.64,Debit Card
1733,2024-11-18,2024-11-29,Processing,768,5592.74,
1734,2024-10-18,2024-11-03,Cancelled,436,5822.51,
1735,2024-01-03,2024-01-29,Cancelled,75,2140.2,Debit Card
1736,2024-09-18,2024-09-27,Pending,330,772.95,Debit Card
1737,2025-10-18,2025-10-25,Pending,935,1417.36,Debit Card
1738,2024-06-27,2024-07-02,Cancelled,48,3486.56,Debit Card
1739,2024-07-15,2024-07-20,Cancelled,812,6223.43,Cash
1740,2023-12-26,2024-01-01,Pending,578,7676.77,Bank Transfer
1741,2024-03-26,2024-04-01,Delivered,795,10320.93,Cash
1742,2025-03-31,2025-04-20,Cancelled,69,5771.01,Cash
1743,2025-03-06,2025-03-16,Cancelled,845,12061.85,PayPal
1744,2025-11-13,2025-12-06,Cancelled,406,9642.32,Bank Transfer
1745,2024-01-05,2024-02-02,Shipped,896,1641.34,Cash
1746,2025-04-20,2025-05-12,Shipped,178,11052.73,Bank Transfer
1747,2025-04-12,2025-04-16,Processing,38,14246.4,Cash
1748,2025-08-01,2025-08-11,Processing,333,7037.51,Cash
1749,2025-11-21,2025-12-21,Cancelled,449,3489.78,Cash
1750,2025-09-15,2025-10-13,Pending,838,1813.77,Credit Card
1751,2024-09-16,2024-10-16,Processing,290,1224.5,Cash
1752,2024-01-20,2024-02-12,Cancelled,314,13762.11,Bank Transfer
1753,2025-08-30,2025-09-22,Shipped,185,6088.18,
1754,2024-10-31,2024-11-15,Pending,856,9375.74,PayPal
1755,2025-08-03,2025-08-21,Processing,591,3605.02,Cash
1756,2024-01-21,,Shipped,708,5533.24,Debit Card
1757,2025-03-25,2025-04-06,Delivered,465,5768.9,Debit Card
1758,2024-04-25,2024-05-25,Delivered,588,6543.83,Bank Transfer
1759,2025-04-07,2025-05-04,Processing,487,4505.83,Debit Card
1760,2024-11-29,2024-12-16,Processing,460,10596.77,PayPal
1761,2025-11-08,2025-11-14,Delivered,734,14681.73,Bank Transfer
1762,2024-01-18,,Shipped,56,8157.53,Debit Card
1763,2024-01-11,2024-01-30,Delivered,242,5936.64,Bank Transfer
1764,2025-08-25,2025-09-04,Cancelled,146,2120.19,PayPal
1765,2024-07-09,2024-07-19,Cancelled,757,6058.48,Bank Transfer
